decoder,count,std_global_mean,l2_mean_mean,effective_rank_mean,top5_pca_mean,near_zero_1e_3_mean,final_test_nmse_mean
cnn_residual,14,14.05191149030413,317.8890184674944,171.9617335455758,0.18333790664161956,0.0011471191412835782,nan
hybrid,14,1.354845323732921,30.61535358428955,165.7400163922991,0.15039737203291484,0.001403039909616512,nan
transnet,14,0.8446455363716397,18.79105043411255,160.54459871564592,0.1583933766399111,0.0013235002822641815,nan
