left,right,centroid_l2,centroid_cosine,std_profile_l2,std_profile_cosine,covariance_frobenius
cbam_cnn_hybrid,csinet_hybrid,37.27433395385742,-0.010204305872321129,7.467233180999756,0.9921259880065918,80.96324157714844
cbam_cnn_hybrid,csinet_transnet,32.03118133544922,-0.0019271440105512738,3.8406317234039307,0.9943181872367859,85.72895050048828
cbam_cnn_hybrid,dscnn_cnn_residual,281.831787109375,-0.003876469098031521,15.776782989501953,0.9482661485671997,77.705322265625
cbam_cnn_hybrid,dscnn_hybrid,38.60643005371094,-0.006477962248027325,3.6009228229522705,0.9907644987106323,100.15470886230469
cbam_cnn_hybrid,dscnn_transnet,32.15366744995117,0.04365391284227371,4.256622314453125,0.9934094548225403,113.27898406982422
cbam_cnn_hybrid,mlp_ae_cnn_residual,283.1794738769531,0.016132140532135963,18.402267456054688,0.9549833536148071,78.78655242919922
cbam_cnn_hybrid,mlp_ae_hybrid,32.1661376953125,-0.02144549787044525,23.184173583984375,0.9938454031944275,78.6060562133789
cbam_cnn_hybrid,mlp_ae_transnet,31.86686897277832,0.009310106746852398,20.61493492126465,0.994483232498169,78.26469421386719
cbam_cnn_hybrid,mlp_mixer_cnn_residual,272.3058166503906,-0.0007961501833051443,15.027007102966309,0.9242873787879944,76.99342346191406
cbam_cnn_hybrid,mlp_mixer_hybrid,36.448795318603516,-0.14716951549053192,16.81722640991211,0.9938029050827026,77.66193389892578
cbam_cnn_hybrid,mlp_mixer_transnet,32.32155990600586,-0.07647617906332016,18.95496940612793,0.9944274425506592,78.0019302368164
cbam_cnn_hybrid,resnet_cnn_residual,495.9598083496094,-0.13285450637340546,11.997775077819824,0.9339979887008667,78.20124053955078
cbam_cnn_hybrid,resnet_hybrid,50.84700393676758,0.0022627911530435085,7.94188928604126,0.9927553534507751,140.44894409179688
cbam_cnn_hybrid,resnet_transnet,32.224510192871094,-0.0058317543007433414,5.285609245300293,0.9878511428833008,95.26368713378906
cbam_cnn_hybrid,sparse_resnet_cnn_residual,472.06842041015625,0.002302660373970866,12.201577186584473,0.9379754662513733,78.12974548339844
cbam_cnn_hybrid,sparse_resnet_hybrid,50.670928955078125,-0.006703875493258238,6.893846035003662,0.9918556213378906,133.95770263671875
cbam_cnn_hybrid,sparse_resnet_transnet,32.152591705322266,0.020699087530374527,4.756755828857422,0.9845325946807861,104.36009979248047
cbam_cnn_hybrid,swin_cnn_residual,160.17782592773438,0.029482252895832062,19.058929443359375,0.943771243095398,77.89897918701172
cbam_cnn_hybrid,swin_hybrid,33.31307601928711,-0.0067538488656282425,17.135892868041992,0.9920231699943542,77.7802505493164
cbam_cnn_hybrid,swin_transnet,31.733558654785156,0.08789985626935959,18.933971405029297,0.9939329624176025,77.98921966552734
cbam_cnn_hybrid,transnet_cnn_residual,277.42999267578125,0.19748926162719727,13.373247146606445,0.913506031036377,77.98175811767578
cbam_cnn_hybrid,transnet_hybrid,38.797664642333984,0.0022219843231141567,10.690351486206055,0.9929357171058655,78.41962432861328
cbam_cnn_hybrid,transnet_transnet,32.630550384521484,-0.011645298451185226,9.96351146697998,0.9891076683998108,82.87810516357422
cbam_cnn_transnet,clnet_cnn_residual,223.0701904296875,0.037593692541122437,19.06736946105957,0.9775682091712952,94.3193130493164
cbam_cnn_transnet,clnet_hybrid,20.52211570739746,0.03592468053102493,11.59890079498291,0.9916723966598511,94.31517028808594
cbam_cnn_transnet,clnet_transnet,6.787453651428223,0.006986416410654783,14.912200927734375,0.9940439462661743,93.80683898925781
cbam_cnn_transnet,cnn_cnn_residual,343.71014404296875,0.052041538059711456,15.96623706817627,0.9549722075462341,94.04187774658203
cbam_cnn_transnet,cnn_hybrid,33.94685745239258,-0.012870521284639835,3.6904869079589844,0.9914581179618835,117.79338073730469
cbam_cnn_transnet,cnn_transnet,7.73524808883667,0.031044943258166313,4.855085849761963,0.9930500388145447,109.27198791503906
cbam_cnn_transnet,convnext_cnn_residual,681.0410766601562,-0.034928929060697556,36.361751556396484,0.7105454802513123,1634.1185302734375
cbam_cnn_transnet,convnext_hybrid,35.034698486328125,-0.01712638884782791,18.928712844848633,0.9870677590370178,218.0402069091797
cbam_cnn_transnet,convnext_transnet,15.9055814743042,0.011475046165287495,3.4529058933258057,0.9925158023834229,114.1022720336914
cbam_cnn_transnet,crnet_cnn_residual,232.8604278564453,0.05102173238992691,17.597131729125977,0.9819315671920776,93.8479232788086
cbam_cnn_transnet,crnet_hybrid,14.156820297241211,-0.002549591939896345,12.986044883728027,0.9920867085456848,94.54798889160156
cbam_cnn_transnet,crnet_transnet,6.963016986846924,0.03080962970852852,15.292143821716309,0.9933622479438782,93.81375122070312
cbam_cnn_transnet,csinet_cnn_residual,215.37245178222656,-0.023440750315785408,18.52117156982422,0.9759581089019775,94.99369812011719
cbam_cnn_transnet,csinet_hybrid,20.020620346069336,0.011073186062276363,9.33000659942627,0.9907993078231812,96.2685317993164
