exp_name,global_param_mse,global_param_nmse_db,csi_nmse_db,csi_mse_sum_per_sample,num_samples,csi_path,total_numel,worst_tensor_by_mse,worst_tensor_mse,worst_tensor_by_nmse,worst_tensor_nmse_db,generated_path
set_transformer_film_zscore_tok512_h2048_lr1e-4_ep2000_seed42,3.240430345130354e-08,-47.429583819180614,2.964014926330931,1.8294227877999962,100000,/storage/hujiacong/zxd/datasets/cost2100/in_train.pt,1646592,decoder.norm.bias,0.0006272136118173447,decoder.layers.0.linear2.bias,-22.098528532867686,decoder_param_fm/exps/set_transformer_film_zscore_tok512_h2048_lr1e-4_ep2000_seed42/generated/generated_decoder.pth
set_transformer_film_zscore_tok512_h2048_lr1e-4_ep1000_seed42,7.082664697312561e-08,-44.03364390192316,7.019545235941727,4.654436562071062,100000,/storage/hujiacong/zxd/datasets/cost2100/in_train.pt,1646592,decoder.norm.bias,0.00123341377082746,decoder.layers.0.linear2.bias,-19.09388703581174,decoder_param_fm/exps/set_transformer_film_zscore_tok512_h2048_lr1e-4_ep1000_seed42/generated/generated_decoder.pth
