cluster,n,power_mean,power_p95,top5_energy_frac_mean,raw_source_mse_mean,old_mapped_mse_mean,new_mapped_mse_mean
0,8587,0.9051935076713562,1.6569950580596924,0.9679004549980164,1.2267379760742188,0.0032093317713588476,0.0021128342486917973
1,1128,0.947546124458313,1.718050241470337,0.9693648815155029,1.2299858331680298,0.003304624930024147,0.0020374690648168325
2,1775,0.9396094679832458,1.7725399732589722,0.9711623191833496,1.1915913820266724,0.002971119247376919,0.0021519544534385204
3,2025,0.9731424450874329,1.8167670965194702,0.9657320976257324,1.2667937278747559,0.0032033692114055157,0.0021514398977160454
4,1171,0.9547777771949768,1.7447001934051514,0.9687235355377197,1.2142425775527954,0.003243017243221402,0.002049658913165331
5,1794,0.9147440195083618,1.6581332683563232,0.971563458442688,1.1692628860473633,0.002972259884700179,0.0020175303798168898
6,1748,0.9218107461929321,1.6856426000595093,0.9710465669631958,1.2049365043640137,0.002806526143103838,0.001958513865247369
7,1772,0.9153715372085571,1.6783705949783325,0.9715420603752136,1.1915241479873657,0.003063035663217306,0.0020380537025630474
