name,raw_mse,raw_cos,procrustes_mse,procrustes_cos,affine_mse,affine_cos
seed2026_transnet,1.2165879011154175,0.0021765087731182575,0.050993576645851135,0.9621279239654541,0.02558242343366146,0.9811790585517883
seed3407_transnet,1.1806293725967407,-0.002311381045728922,0.07239177823066711,0.9463678598403931,0.03503270819783211,0.9743770360946655
seed2026_clnet,0.9598786234855652,-0.0032197677064687014,0.19432148337364197,0.8488786220550537,0.09856420755386353,0.9252848029136658
seed2026_crnet,0.851866602897644,0.0027862705755978823,0.21639347076416016,0.8388788104057312,0.0964362695813179,0.9268159866333008
seed2026_csinet,1.966405987739563,-0.005492598284035921,0.46246740221977234,0.8304158449172974,0.07539182901382446,0.9449816346168518
