channel,mean,std,rms,abs_mean
0,6.110317940510868e-08,0.021253816783428192,0.021253816783428192,0.004498329944908619
1,-1.2895692691472505e-07,0.021239565685391426,0.021239565685391426,0.0044973851181566715
