num_samples,code_dim,global_mean,global_std,global_rms,sample_norm_mean,sample_norm_std,dim_mean_abs,dim_var_mean,dim_var_std,dim_var_cv,cov_offdiag_ratio,effective_rank,rel_path,family,scheme,seed,encoder,decoder,adapter,best_nmse,final_test_nmse,complete,nmse
100000,512,0.203955665230751,0.4970061779022217,0.537227213382721,11.972399711608888,2.105123519897461,0.203955665230751,0.2470146119594574,0.509536623954773,2.062779188156128,0.0758371800184249,96.87638854980467,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep1000/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,gated_lowrank_affine_mlp,-27.478,-27.425,True,
100000,512,0.2038055807352066,0.4974555075168609,0.537585973739624,11.973859786987305,2.143364667892456,0.2038055658340454,0.2474614083766937,0.5098708868026733,2.060405731201172,0.0755806490778923,97.06092071533205,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep200/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,gated_lowrank_affine_mlp,-26.959,-26.959,True,
100000,512,0.2046249508857727,0.4969273507595062,0.537408709526062,11.977593421936035,2.0992894172668457,0.2046249508857727,0.2469361871480941,0.509431779384613,2.063009738922119,0.0755025371909141,96.8638687133789,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep3000/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,gated_lowrank_affine_mlp,-27.601,,False,
100000,512,0.203559011220932,0.4970864057540893,0.5371509790420532,11.968204498291016,2.1189615726470947,0.203559011220932,0.247094452381134,0.5095009803771973,2.0619685649871826,0.0757496207952499,96.93936920166016,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,gated_lowrank_affine_mlp,-27.305,-27.303,True,
100000,512,0.2043451517820358,0.4971736371517181,0.5375300645828247,11.975492477416992,2.127002716064453,0.204345166683197,0.2471800744533538,0.5096673369407654,2.061927318572998,0.0754833370447158,96.94642639160156,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-3_lr5e-4_ep200/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,gated_lowrank_affine_mlp,-26.897,,False,
100000,512,0.2041833996772766,0.496969997882843,0.537280261516571,11.972660064697266,2.110567092895508,0.2041833698749542,0.2469777315855026,0.5094639658927917,2.062793016433716,0.0753917396068573,96.88200378417967,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,gated_lowrank_affine_mlp,-27.024,,False,
100000,512,0.2048905044794082,0.4977367222309112,0.5382582545280457,11.984123229980469,2.1721932888031006,0.204890489578247,0.2477398514747619,0.5094049572944641,2.056209087371826,0.0751990899443626,97.38741302490234,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden512_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,gated_lowrank_affine_mlp,-25.879,,False,
100000,512,0.2111627459526062,0.5533110499382019,0.5922354459762573,13.142312049865724,2.61914324760437,0.2111627459526062,0.3061308264732361,0.5553986430168152,1.814252614974976,0.1225765645503997,117.54378509521484,adapter/aux_pca_1e-3/lowrank_affine/rank32_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/lowrank_affine,aux_pca_1e-3,2026,transnet,transnet,lowrank_affine,-11.259,-11.091,True,
100000,512,0.2040812522172927,0.4968299865722656,0.5371119379997253,11.9693021774292,2.107667922973633,0.2040812373161316,0.2468392252922058,0.5090764760971069,2.062380790710449,0.0750102326273918,96.91893768310548,adapter/aux_pca_1e-3/lowrank_affine_mlp/rank32_hidden2048_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,lowrank_affine_mlp,-26.573,-26.49,True,
100000,512,0.203992411494255,0.4995814561843872,0.5396244525909424,11.978201866149902,2.369445323944092,0.203992411494255,0.2495700120925903,0.5140768885612488,2.0598504543304443,0.0745520144701004,97.11841583251952,adapter/aux_pca_1e-3/mlp/best_code1e-3_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.753,-24.742,True,
100000,512,0.2041434347629547,0.4996136426925659,0.5397113561630249,11.982972145080566,2.355417490005493,0.2041434496641159,0.2496062666177749,0.514102041721344,2.059652090072632,0.0750753954052925,97.1258544921875,adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.884,-24.847,True,
100000,512,0.2045171409845352,0.4996573626995086,0.5398932695388794,11.988112449645996,2.350609064102173,0.2045171409845352,0.2496487200260162,0.5146457552909851,2.0614795684814453,0.0749041736125946,96.98912811279295,adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.8,-24.79,True,
100000,512,0.2042431980371475,0.4995975494384765,0.5397341847419739,11.98011302947998,2.372579574584961,0.2042431980371475,0.2495885491371154,0.5139493346214294,2.0591864585876465,0.0751956105232238,97.15979766845705,adapter/aux_pca_1e-3/mlp/code1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.752,-24.711,True,
100000,512,0.2062983214855194,0.498556911945343,0.5395535230636597,11.990087509155272,2.300046443939209,0.2062983065843582,0.2485440373420715,0.5115700364112854,2.058267116546631,0.0748196020722389,97.235595703125,adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon0.0_code1.0_lr1e-3,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.507,-24.194,True,
100000,512,-0.0221650376915931,4.562607765197754,4.562661647796631,103.02497863769533,6.679089069366455,2.7279086112976074,1.7282159328460691,3.662509441375733,2.1192429065704346,1.4059563875198364,31.326026916503903,adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code0.0_lr2e-4,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-12.571,-12.571,True,
100000,512,0.2073707431554794,0.499746561050415,0.5410630702972412,12.023332595825195,2.3080477714538574,0.2073707282543182,0.2497298121452331,0.5132572054862976,2.0552499294281006,0.0770981907844543,97.43304443359376,adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-1_lr1e-3,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.342,-24.052,True,
100000,512,0.2048967480659485,0.4996460378170013,0.5400266647338867,11.98857593536377,2.3638925552368164,0.2048967480659485,0.2496368139982223,0.514471173286438,2.0608785152435303,0.0761415362358093,97.01673889160156,adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-2_lr1e-3,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.084,-23.735,True,
