num_samples,code_dim,global_mean,global_std,global_rms,sample_norm_mean,sample_norm_std,dim_mean_abs,dim_var_mean,dim_var_std,dim_var_cv,cov_offdiag_ratio,effective_rank,rel_path,family,scheme,seed,encoder,decoder,adapter,best_nmse,final_test_nmse,complete
100000,512,0.20489050447940826,0.49773672223091125,0.5382582545280457,11.984123229980469,2.1721932888031006,0.20489048957824707,0.24773985147476196,0.5094049572944641,2.056209087371826,0.07519908994436264,97.38741302490234,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden512_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,gated_lowrank_affine_mlp,-25.879,,False
100000,512,0.2111627459526062,0.5533110499382019,0.5922354459762573,13.142312049865723,2.61914324760437,0.2111627459526062,0.3061308264732361,0.5553986430168152,1.8142526149749756,0.12257656455039978,117.54378509521484,adapter/aux_pca_1e-3/lowrank_affine/rank32_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/lowrank_affine,aux_pca_1e-3,2026,transnet,transnet,lowrank_affine,-11.259,-11.091,True
100000,512,0.20408125221729279,0.4968299865722656,0.5371119379997253,11.9693021774292,2.107667922973633,0.2040812373161316,0.2468392252922058,0.5090764760971069,2.062380790710449,0.07501023262739182,96.91893768310547,adapter/aux_pca_1e-3/lowrank_affine_mlp/rank32_hidden2048_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/lowrank_affine_mlp,aux_pca_1e-3,2026,transnet,transnet,lowrank_affine_mlp,-26.573,-26.49,True
100000,512,0.20399241149425507,0.4995814561843872,0.5396244525909424,11.978201866149902,2.369445323944092,0.20399241149425507,0.24957001209259033,0.5140768885612488,2.0598504543304443,0.0745520144701004,97.11841583251953,adapter/aux_pca_1e-3/mlp/best_code1e-3_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.753,-24.742,True
100000,512,0.2041434347629547,0.4996136426925659,0.5397113561630249,11.982972145080566,2.355417490005493,0.2041434496641159,0.24960626661777496,0.514102041721344,2.059652090072632,0.07507539540529251,97.1258544921875,adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.884,-24.847,True
100000,512,0.20451714098453522,0.49965736269950867,0.5398932695388794,11.988112449645996,2.350609064102173,0.20451714098453522,0.24964872002601624,0.5146457552909851,2.0614795684814453,0.0749041736125946,96.98912811279297,adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.8,-24.79,True
100000,512,0.20424319803714752,0.49959754943847656,0.5397341847419739,11.98011302947998,2.372579574584961,0.20424319803714752,0.24958854913711548,0.5139493346214294,2.0591864585876465,0.07519561052322388,97.15979766845703,adapter/aux_pca_1e-3/mlp/code1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.752,-24.711,True
100000,512,0.2062983214855194,0.498556911945343,0.5395535230636597,11.990087509155273,2.300046443939209,0.20629830658435822,0.24854403734207153,0.5115700364112854,2.058267116546631,0.07481960207223892,97.235595703125,adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon0.0_code1.0_lr1e-3,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.507,-24.194,True
100000,512,-0.02216503769159317,4.562607765197754,4.562661647796631,103.02497863769531,6.679089069366455,2.7279086112976074,1.7282159328460693,3.6625094413757324,2.1192429065704346,1.4059563875198364,31.326026916503906,adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code0.0_lr2e-4,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-12.571,-12.571,True
100000,512,0.20737074315547943,0.49974656105041504,0.5410630702972412,12.023332595825195,2.3080477714538574,0.20737072825431824,0.24972981214523315,0.5132572054862976,2.0552499294281006,0.07709819078445435,97.43304443359375,adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-1_lr1e-3,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.342,-24.052,True
100000,512,0.2048967480659485,0.49964603781700134,0.5400266647338867,11.98857593536377,2.3638925552368164,0.2048967480659485,0.24963681399822235,0.514471173286438,2.0608785152435303,0.07614153623580933,97.01673889160156,adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-2_lr1e-3,adapter/aux_pca_1e-3/mlp,aux_pca_1e-3,2026,transnet,transnet,mlp,-24.084,-23.735,True
