rel_path,exp_dir,scheme,family,seed,encoder,decoder,adapter,epochs,batch_size,lr_init,weight_decay,pretrained_encoder,pretrained_decoder,teacher_code,lambda_recon,lambda_code,lambda_fc,lambda_recT,anchor_target,lambda_anchor,anchor_loss,lambda_code_mean,lambda_code_var,lambda_code_cov,lambda_code_l1,canonical_head,codewords_path,codewords_exists,best_ckpt_exists,log_lines,crashed,has_runtime_error,loaded_best_before_export,saved_codewords,best_nmse,best_epoch,latest_test_nmse,final_test_loss,final_test_nmse,complete,before_train_test_nmse,last_seen_epoch,target_epochs,last_train_recon_loss,last_code_loss,last_fc_loss,last_total_loss,last_adapter_rank,last_adapter_gate_mean,last_adapter_gate_std,last_adapter_down_norm,last_adapter_up_norm,last_adapter_bias_norm,last_adapter_W1_norm,last_adapter_W2_norm,last_adapter_lowrank_ratio,last_adapter_mlp_ratio,last_adapter_delta_ratio,last_val_recon_loss,last_adapter_gamma_mean,last_adapter_gamma_std,last_adapter_linear_norm,last_adapter_linear_ratio,last_adapter_W1_mean,last_adapter_W1_std,last_adapter_W2_mean,last_adapter_W2_std,last_teacher_recon_loss,last_anchor_loss,last_code_reg_loss
adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon0.0_code1.0_lr1e-3,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon0.0_code1.0_lr1e-3,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.001,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,0.0,1.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon0.0_code1.0_lr1e-3/codewords/train_code.pt,True,True,10223,False,False,False,False,-24.507,100,-24.194,1.7155e-06,-24.194,True,-24.194,400.0,400.0,7.9151e-07,0.00017383,,0.0,,,,,,,202.95,33.112,,,0.74125,1.6579e-06,,,,,-0.00015154,0.19819,0.00019845,0.032336,,,
adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code0.0_lr2e-4,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code0.0_lr2e-4,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.0002,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code0.0_lr2e-4/codewords/train_code.pt,True,True,10221,False,False,False,False,-12.571,400,-12.571,2.4972e-05,-12.571,True,-12.571,400.0,400.0,2.1785e-05,,,2.5031e-05,,,,,,,60.105,21.269,,,6.9877,2.5031e-05,,,,,0.0026969,0.058634,0.00021862,0.020769,,,
adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-1_lr1e-3,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-1_lr1e-3,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.001,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.1,,,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-1_lr1e-3/codewords/train_code.pt,True,True,10223,False,False,False,False,-24.342,120,-24.052,1.7695e-06,-24.052,True,-24.052,400.0,400.0,7.9187e-07,0.00017535,,1.7377e-06,,,,,,,121.76,29.035,,,0.74302,1.7377e-06,,,,,3.5545e-05,0.11891,8.9731e-05,0.028354,,,
adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-2_lr1e-3,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-2_lr1e-3,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.001,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.01,,,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-2_lr1e-3/codewords/train_code.pt,True,True,10223,False,False,False,False,-24.084,60,-23.735,1.9037e-06,-23.735,True,-23.735,400.0,400.0,8.3971e-07,0.0002099,,1.9298e-06,,,,,,,61.491,23.639,,,0.73895,1.9298e-06,,,,,-0.0013045,0.060035,0.00069739,0.023074,,,
adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-3_lr2e-4,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-3_lr2e-4,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.0002,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,,,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-3_lr2e-4/codewords/train_code.pt,True,True,10223,False,False,False,False,-24.753,330,-24.742,1.5137e-06,-24.742,True,-24.742,400.0,400.0,8.6577e-07,0.00027437,,1.4945e-06,,,,,,,53.755,6.0568,,,0.74234,1.4945e-06,,,,,9.8909e-05,0.052496,0.0021115,0.0055252,,,
adapter/aux_pca_5e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,aux_pca_5e-3,adapter/aux_pca_5e-3/gated_lowrank_affine_mlp,3407,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed3407_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42/codewords/train_code.pt,True,True,10234,False,False,True,True,-28.96,400,-28.96,5.7397e-07,-28.96,True,-28.96,400.0,400.0,5.0693e-07,2.0076e-05,8.1153e-06,5.7092e-07,32.0,0.13929,0.034337,4.4808,2.1533,2.3346,56.83,19.454,0.88826,0.89614,0.12379,5.7092e-07,,,,,,,,,,,
adapter/aux_pca_5e-3_code_mean1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_mean1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,aux_pca_5e-3_code_mean1e-4,adapter/aux_pca_5e-3_code_mean1e-4/gated_lowrank_affine_mlp,3407,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed3407_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_mean1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42/codewords/train_code.pt,True,True,10234,False,False,True,True,-27.876,400,-27.876,7.3597e-07,-27.876,True,-27.876,400.0,400.0,4.873e-07,3.1888e-06,1.7011e-06,7.3275e-07,32.0,0.098147,0.027646,3.1784,1.542,2.7276,58.461,18.379,1.4482,1.4631,0.2183,7.3275e-07,,,,,,,,,,,
adapter/aux_pca_5e-3_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,aux_pca_5e-3_code_mean1e-4_cov1e-4,adapter/aux_pca_5e-3_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,3407,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4_cov1e-4/seed3407_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42/codewords/train_code.pt,True,True,10234,False,False,True,True,-26.778,230,-26.778,9.4767e-07,-26.778,True,-26.778,400.0,400.0,4.8398e-07,2.6487e-06,1.1631e-06,9.4854e-07,32.0,0.0596,0.0075198,1.9153,0.77356,2.4804,59.159,11.561,0.62145,0.62669,0.084427,9.4854e-07,,,,,,,,,,,
adapter/aux_pca_5e-3_code_reg/mlp/best_code1e-3_lr2e-4/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_reg/mlp/best_code1e-3_lr2e-4/enc_seed2026_dec_seed42,aux_pca_5e-3_code_reg,adapter/aux_pca_5e-3_code_reg/mlp,2026,transnet,transnet,mlp,400,256,0.0002,0.001,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.0,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_reg/mlp/best_code1e-3_lr2e-4/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10223,False,False,False,True,-16.703,230,-16.663,9.6972e-06,-16.663,True,-16.663,400.0,400.0,1.0781e-06,0.004038,,9.8733e-06,,,,,,,64.912,12.227,,,0.079961,9.8733e-06,,,,,0.00024143,0.06339,4.675e-05,0.011941,,,
adapter/aux_pca_5e-3_code_reg_mid/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_reg_mid/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,aux_pca_5e-3_code_reg_mid,adapter/aux_pca_5e-3_code_reg_mid/gated_lowrank_affine_mlp,3407,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_mid/seed3407_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_mid/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_mid/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_reg_mid/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42/codewords/train_code.pt,True,True,10234,False,False,True,True,-23.191,160,-23.191,2.1665e-06,-23.191,True,-23.191,400.0,400.0,1.3469e-06,0.0016195,0.00064713,2.2409e-06,32.0,0.28116,0.025889,4.5448,2.2529,3.9542,70.753,38.081,0.26185,0.27118,0.072506,2.2409e-06,,,,,,,,,,,
adapter/aux_pca_5e-3_code_reg_weak/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_reg_weak/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,aux_pca_5e-3_code_reg_weak,adapter/aux_pca_5e-3_code_reg_weak/gated_lowrank_affine_mlp,3407,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_weak/seed3407_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_weak/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_weak/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_reg_weak/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42/codewords/train_code.pt,True,True,10234,False,False,True,True,-22.57,20,-22.57,2.4953e-06,-22.57,True,-22.57,400.0,400.0,2.7164e-06,0.0037545,0.0014443,7.4144e-06,32.0,0.32388,0.05156,3.4301,2.401,3.7893,97.902,53.075,0.31225,0.33419,0.12793,7.4144e-06,,,,,,,,,,,
aux_dct_1e-3/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed1024_transnet_transnet,aux_dct_1e-3,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-24.604,390,-24.559,1.5833e-06,-24.559,True,-24.559,400.0,400.0,1.324e-06,,,1.5963e-06,,,,,,,,,,,,1.5963e-06,,,,,,,,,,0.00082718,
aux_dct_1e-3/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed2026_transnet_transnet,aux_dct_1e-3,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-25.072,390,-25.029,1.4191e-06,-25.029,True,-25.029,400.0,400.0,1.2131e-06,,,1.423e-06,,,,,,,,,,,,1.423e-06,,,,,,,,,,0.0008257,
aux_dct_1e-3/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed3407_transnet_transnet,aux_dct_1e-3,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-24.457,400,-24.457,1.6211e-06,-24.457,True,-24.457,400.0,400.0,1.3418e-06,,,1.6317e-06,,,,,,,,,,,,1.6317e-06,,,,,,,,,,0.00085095,
aux_dct_1e-3/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed42_transnet_transnet,aux_dct_1e-3,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed42_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-24.306,400,-24.306,1.6762e-06,-24.306,True,-24.306,400.0,400.0,1.3663e-06,,,1.6899e-06,,,,,,,,,,,,1.6899e-06,,,,,,,,,,0.00084925,
aux_dct_1e-3/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed796_transnet_transnet,aux_dct_1e-3,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_dct_1e-3/seed796_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-24.62,400,-24.62,1.5596e-06,-24.62,True,-24.62,400.0,400.0,1.336e-06,,,1.571e-06,,,,,,,,,,,,1.571e-06,,,,,,,,,,0.00083433,
aux_pca_1e-2/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2/seed3407_transnet_transnet,aux_pca_1e-2,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.37,400,-29.37,5.2251e-07,-29.37,True,-29.37,400.0,400.0,4.9201e-07,,,5.199e-07,,,,,,,,,,,,5.199e-07,,,,,,,,,,1.6599e-05,
aux_pca_1e-2/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2/seed42_transnet_transnet,aux_pca_1e-2,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2/seed42_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.339,400,-29.339,5.2643e-07,-29.339,True,-29.339,400.0,400.0,4.9137e-07,,,5.2283e-07,,,,,,,,,,,,5.2283e-07,,,,,,,,,,1.6521e-05,
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_clnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_clnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,2026,clnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_clnet_transnet/codewords/train_code.pt,True,True,10222,False,False,True,True,-29.049,380,-29.049,5.629e-07,-29.049,True,-29.049,400.0,400.0,7.4733e-07,,,5.6177e-07,,,,,,,,,,,,5.6177e-07,,,,,,,,,,0.00018952,9.5924e-08
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_crnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_crnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,2026,crnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_crnet_transnet/codewords/train_code.pt,True,True,10201,False,False,True,True,-28.874,390,-28.874,5.8566e-07,-28.874,True,-28.874,400.0,400.0,7.0022e-07,,,5.9606e-07,,,,,,,,,,,,5.9606e-07,,,,,,,,,,0.00010702,8.1932e-08
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_csinet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_csinet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,2026,csinet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_csinet_transnet/codewords/train_code.pt,True,True,10166,False,False,True,True,-25.998,370,-25.998,1.1345e-06,-25.998,True,-25.998,400.0,400.0,1.1702e-06,,,1.2802e-06,,,,,,,,,,,,1.2802e-06,,,,,,,,,,0.0034876,1.0788e-09
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.546,390,-29.546,5.0185e-07,-29.546,True,-29.546,400.0,400.0,4.7738e-07,,,5.0124e-07,,,,,,,,,,,,5.0124e-07,,,,,,,,,,1.9217e-05,2.6015e-08
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_clnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_clnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,3407,clnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_clnet_transnet/codewords/train_code.pt,True,True,10222,False,False,True,True,-28.919,400,-28.919,5.7964e-07,-28.919,True,-28.919,400.0,400.0,7.2956e-07,,,5.7621e-07,,,,,,,,,,,,5.7621e-07,,,,,,,,,,0.00018211,9.1095e-08
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_crnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_crnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,3407,crnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_crnet_transnet/codewords/train_code.pt,True,True,10201,False,False,True,True,-26.597,400,-26.597,9.8863e-07,-26.597,True,-26.597,400.0,400.0,1.0682e-06,,,9.8201e-07,,,,,,,,,,,,9.8201e-07,,,,,,,,,,0.0013693,1.4116e-08
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_csinet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_csinet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,3407,csinet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_csinet_transnet/codewords/train_code.pt,True,True,10166,False,False,True,True,-22.864,390,-22.864,2.3316e-06,-22.864,True,-22.864,400.0,400.0,2.0203e-06,,,2.4384e-06,,,,,,,,,,,,2.4384e-06,,,,,,,,,,0.027027,1.5e-07
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.571,390,-29.571,4.9909e-07,-29.571,True,-29.571,400.0,400.0,4.7209e-07,,,4.9808e-07,,,,,,,,,,,,4.9808e-07,,,,,,,,,,1.9171e-05,2.8192e-08
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_clnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_clnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,42,clnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_clnet_transnet/codewords/train_code.pt,True,True,10222,False,False,True,True,-28.803,380,-28.803,5.9545e-07,-28.803,True,-28.803,400.0,400.0,7.4423e-07,,,6.0602e-07,,,,,,,,,,,,6.0602e-07,,,,,,,,,,0.00017074,1.2351e-07
