rel_path,exp_dir,scheme,family,seed,encoder,decoder,adapter,epochs,batch_size,lr_init,weight_decay,pretrained_encoder,pretrained_decoder,teacher_code,lambda_recon,lambda_code,lambda_fc,lambda_recT,anchor_target,lambda_anchor,anchor_loss,lambda_code_mean,lambda_code_var,lambda_code_cov,lambda_code_l1,canonical_head,codewords_path,codewords_exists,best_ckpt_exists,log_lines,crashed,has_runtime_error,loaded_best_before_export,saved_codewords,best_nmse,best_epoch,latest_test_nmse,final_test_loss,final_test_nmse,complete,before_train_test_nmse,last_seen_epoch,target_epochs,last_train_recon_loss,last_code_loss,last_fc_loss,last_total_loss,last_adapter_rank,last_adapter_gate_mean,last_adapter_gate_std,last_adapter_down_norm,last_adapter_up_norm,last_adapter_bias_norm,last_adapter_W1_norm,last_adapter_W2_norm,last_adapter_lowrank_ratio,last_adapter_mlp_ratio,last_adapter_delta_ratio,last_val_recon_loss,last_adapter_gamma_mean,last_adapter_gamma_std,last_adapter_linear_norm,last_adapter_linear_ratio,last_adapter_W1_mean,last_adapter_W1_std,last_adapter_W2_mean,last_adapter_W2_std,last_teacher_recon_loss,last_anchor_loss,last_code_reg_loss
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep100/enc_seed42_crnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep100/enc_seed42_crnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,42,crnet,transnet,gated_lowrank_affine_mlp,100,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_crnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep100/enc_seed42_crnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,2677,False,False,True,True,-22.809,100,-22.809,2.3646e-06,-22.809,True,-22.809,100.0,100.0,1.7876e-06,0.00019217,7.5506e-05,2.3784e-06,32.0,0.076748,0.011949,3.8826,1.3565,1.9892,60.321,14.72,0.44299,0.48312,0.22174,2.3784e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep100/enc_seed42_csinet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep100/enc_seed42_csinet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,42,csinet,transnet,gated_lowrank_affine_mlp,100,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_csinet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep100/enc_seed42_csinet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,2642,False,False,True,True,-24.568,100,-24.568,1.5759e-06,-24.568,True,-24.568,100.0,100.0,1.6244e-06,0.00018894,7.7584e-05,1.5729e-06,32.0,0.21881,0.074636,4.3687,2.119,2.8795,75.901,17.04,3.4429,6.8011,5.8964,1.5729e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_clnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_clnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,2026,clnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_clnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_clnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10258,False,False,True,True,-26.239,400,-26.239,1.0724e-06,-26.239,True,-26.239,400.0,400.0,8.0066e-07,4.3023e-05,1.5723e-05,1.0621e-06,32.0,0.18736,0.06653,5.3834,4.2661,3.6881,64.079,31.842,2.0341,2.076,0.41672,1.0621e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_crnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_crnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,2026,crnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_crnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_crnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10237,False,False,True,True,-27.329,380,-27.329,8.3448e-07,-27.329,True,-27.329,400.0,400.0,7.1642e-07,3.1999e-05,1.2631e-05,8.5316e-07,32.0,0.17694,0.063515,4.93,3.4203,3.3548,60.772,30.152,1.988,2.0244,0.37927,8.5316e-07,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_csinet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_csinet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,2026,csinet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_csinet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_csinet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,True,True,-24.845,380,-24.845,1.4781e-06,-24.845,True,-24.845,400.0,400.0,1.3921e-06,0.00013605,4.881e-05,1.4744e-06,32.0,0.28106,0.10469,4.3516,3.907,3.1005,72.471,30.282,6.2679,7.6703,4.4065,1.4744e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_transnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_transnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_transnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10234,False,False,True,True,-28.947,110,-28.947,5.7572e-07,-28.947,True,-28.947,400.0,400.0,4.7989e-07,3.1635e-06,1.2907e-06,5.7873e-07,32.0,0.035212,0.0039609,3.3662,0.22602,0.056169,58.52,5.1745,0.017384,0.035359,0.030103,5.7873e-07,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_clnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_clnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,3407,clnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_clnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_clnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10258,False,False,True,True,-26.427,380,-26.427,1.0275e-06,-26.427,True,-26.427,400.0,400.0,8.0348e-07,4.4514e-05,1.5395e-05,1.0405e-06,32.0,0.18205,0.063247,5.5062,4.0911,3.7753,62.466,31.551,1.8878,1.9276,0.40549,1.0405e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_crnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_crnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,3407,crnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_crnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_crnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10237,False,False,True,True,-24.468,390,-24.468,1.614e-06,-24.468,True,-24.468,400.0,400.0,1.1069e-06,9.4779e-05,3.8218e-05,1.6315e-06,32.0,0.13145,0.040962,2.6729,2.962,2.918,52.762,32.465,0.7294,0.81753,0.43574,1.6315e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_csinet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_csinet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,3407,csinet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_csinet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_csinet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,True,True,-18.285,350,-18.285,6.6931e-06,-18.285,True,-18.285,400.0,400.0,3.4725e-06,0.00043341,0.00017006,6.9882e-06,32.0,0.18479,0.074507,6.557,5.9934,3.0215,79.678,47.62,1.7578,1.8391,0.5283,6.9882e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,3407,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42/codewords/train_code.pt,True,True,10234,False,False,True,True,-29.539,380,-29.539,5.0261e-07,-29.539,True,-29.539,400.0,400.0,4.6638e-07,1.0897e-06,6.5956e-07,5.0076e-07,32.0,0.017371,0.0016737,4.1732,0.058734,0.035463,58.659,2.1169,0.0082743,0.0066386,0.007421,5.0076e-07,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_transnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_transnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,3407,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed3407_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_transnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10234,False,False,True,True,-29.539,380,-29.539,5.0261e-07,-29.539,True,-29.539,400.0,400.0,4.6638e-07,1.0897e-06,6.5956e-07,5.0076e-07,32.0,0.017371,0.0016737,4.1732,0.058734,0.035463,58.659,2.1169,0.0082743,0.0066386,0.007421,5.0076e-07,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_clnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_clnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,42,clnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_clnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_clnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10258,False,False,True,True,-26.418,400,-26.418,1.0304e-06,-26.418,True,-26.418,400.0,400.0,8.6503e-07,4.9946e-05,1.9004e-05,1.0172e-06,32.0,0.22067,0.081168,6.9809,4.6389,2.3716,72.004,33.17,2.5823,2.6228,0.47871,1.0172e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_crnet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_crnet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,42,crnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_crnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_crnet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10237,False,False,True,True,-23.294,390,-23.294,2.1144e-06,-23.294,True,-23.294,400.0,400.0,1.4014e-06,0.00014037,5.3606e-05,2.1379e-06,32.0,0.082407,0.014743,3.4086,1.7216,3.0737,59.89,24.082,0.67504,0.70386,0.22453,2.1379e-06,,,,,,,,,,,
adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_csinet_transnet_dec_seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_csinet_transnet_dec_seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp,42,csinet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_csinet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed42_csinet_transnet_dec_seed42_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,True,True,-25.885,400,-25.885,1.1633e-06,-25.885,True,-25.885,400.0,400.0,1.1585e-06,0.00010127,3.6523e-05,1.1636e-06,32.0,0.25392,0.094375,3.0633,4.8514,4.0377,74.944,30.017,5.9677,8.3909,5.9086,1.1636e-06,,,,,,,,,,,
